order_id,customer_id,order_date,order_value_kes,items,delivered_late,payment_method
ORD-571540,DL-14697,2026-05-02,11390.0,10,0,Credit
ORD-525586,DL-11695,2026-06-04,3190.0,34,0,M-Pesa
ORD-520491,DL-11363,2025-08-30,8600.0,6,0,Bank transfer
ORD-560818,DL-13999,2026-06-09,5580.0,3,1,M-Pesa
ORD-536052,DL-12378,2026-03-30,10420.0,2,0,M-Pesa
ORD-547535,DL-13156,2025-10-10,14470.0,7,1,Credit
ORD-550407,DL-13339,2026-06-20,1530.0,20,0,Bank transfer
ORD-575505,DL-14942,2025-09-11,3380.0,26,0,Cash
ORD-546667,DL-13098,2026-03-20,2440.0,29,0,Cash
ORD-514346,DL-10957,2025-08-07,4450.0,3,0,Credit
ORD-528313,DL-11875,2025-11-14,10270.0,34,0,Bank transfer
ORD-509453,DL-10635,2025-09-26,12520.0,13,0,Bank transfer
ORD-523993,DL-11594,2026-04-29,1080.0,26,1,Cash
ORD-510103,DL-10681,2026-04-12,12580.0,23,0,M-Pesa
ORD-536840,DL-12436,2025-09-11,13090.0,1,1,Credit
ORD-522409,DL-11488,2026-06-29,1920.0,39,0,Credit
ORD-520624,DL-11370,2025-11-23,51680.0,28,0,M-Pesa
ORD-503917,DL-10273,2026-04-21,5520.0,36,0,Bank transfer
ORD-527604,DL-11839,2025-11-15,1590.0,17,0,M-Pesa
ORD-517888,DL-11200,2025-09-19,1660.0,24,0,Credit
ORD-505532,DL-10393,2025-08-11,6820.0,9,0,M-Pesa
ORD-519477,DL-11301,2026-02-20,2950.0,3,1,Credit
ORD-527942,DL-11854,2026-01-26,6540.0,15,0,Bank transfer
ORD-512307,DL-10821,2025-07-17,3430.0,1,0,M-Pesa
ORD-552493,DL-13461,2026-06-24,16000.0,20,1,Bank transfer
ORD-560932,DL-14009,2025-08-04,11830.0,20,1,Cash
ORD-536712,DL-12425,2026-04-23,1220.0,11,1,M-Pesa
ORD-566636,DL-14386,2026-01-17,14180.0,25,0,M-Pesa
ORD-526657,DL-11770,2026-06-26,5690.0,22,1,M-Pesa
ORD-515923,DL-11068,2025-11-17,2990.0,36,0,M-Pesa
ORD-564155,DL-14223,2025-09-21,6960.0,37,0,M-Pesa
ORD-563430,DL-14177,2026-05-08,10750.0,39,0,Credit
ORD-533899,DL-12239,2026-04-20,11710.0,4,0,M-Pesa
ORD-507335,DL-10493,2025-10-13,3660.0,27,1,Credit
ORD-532869,DL-12178,2026-02-11,5250.0,19,0,Cash
ORD-561174,DL-14019,2026-03-05,1780.0,39,0,Credit
ORD-541753,DL-12775,2026-04-30,3320.0,34,0,M-Pesa
ORD-502586,DL-10177,2025-09-20,8140.0,34,0,Credit
ORD-517321,DL-11157,2026-06-18,8540.0,35,0,M-Pesa
ORD-521855,DL-11452,2025-12-15,1150.0,38,0,M-Pesa
ORD-506705,DL-10463,2025-09-23,10470.0,12,0,Bank transfer
ORD-516983,DL-11137,2026-06-11,13210.0,6,1,M-Pesa
ORD-542730,DL-12841,2026-01-16,3630.0,30,0,Bank transfer
ORD-550277,DL-13332,2026-03-24,9320.0,17,0,Credit
ORD-529700,DL-11958,2026-04-09,4160.0,3,1,Bank transfer
ORD-545282,DL-13012,2025-07-25,8950.0,14,0,M-Pesa
ORD-573263,DL-14805,2026-05-14,11620.0,23,0,M-Pesa
ORD-504633,DL-10326,2026-03-28,4540.0,3,0,Credit
ORD-566612,DL-14385,2025-07-06,4090.0,8,0,M-Pesa
ORD-564235,DL-14227,2026-06-02,8780.0,35,0,M-Pesa
ORD-528433,DL-11881,2026-01-01,8840.0,22,0,M-Pesa
ORD-524291,DL-11616,2026-02-22,9180.0,30,1,M-Pesa
ORD-506874,DL-10472,2026-04-12,8240.0,22,1,Credit
ORD-541138,DL-12735,2025-10-12,1720.0,9,0,M-Pesa
ORD-522920,DL-11522,2025-10-08,12910.0,36,0,M-Pesa
ORD-545704,DL-13034,2025-08-05,6030.0,1,0,Cash
ORD-531080,DL-12057,2026-04-13,5620.0,27,0,M-Pesa
ORD-503804,DL-10263,2025-07-26,9350.0,5,0,M-Pesa
ORD-566115,DL-14353,2026-01-02,6130.0,12,0,Cash
ORD-527222,DL-11813,2025-09-17,8160.0,11,0,M-Pesa
ORD-538007,DL-12519,2025-12-15,21130.0,30,0,Credit
ORD-559513,DL-13915,2025-07-14,2050.0,31,0,M-Pesa
ORD-546117,DL-13064,2026-06-18,18440.0,8,0,M-Pesa
ORD-553100,DL-13499,2026-03-29,1250.0,31,0,M-Pesa
ORD-536203,DL-12388,2026-05-04,6850.0,32,1,Bank transfer
ORD-519466,DL-11300,2026-05-28,9380.0,25,0,M-Pesa
ORD-553431,DL-13521,2026-06-15,1000.0,29,0,Cash
ORD-505397,DL-10383,2026-02-10,15450.0,1,0,M-Pesa
ORD-556084,DL-13682,2025-10-11,7750.0,16,0,M-Pesa
ORD-507941,DL-10525,2026-04-25,5770.0,39,1,Credit
ORD-531912,DL-12117,2026-06-21,5580.0,7,0,M-Pesa
ORD-500227,DL-10014,2025-09-30,4940.0,24,0,Credit
ORD-516948,DL-11134,2025-12-26,4580.0,16,0,Credit
ORD-563808,DL-14199,2025-09-25,2450.0,28,0,M-Pesa
ORD-572832,DL-14786,2025-11-09,16630.0,5,0,M-Pesa
ORD-517997,DL-11208,2025-12-25,2530.0,25,0,Bank transfer
ORD-501694,DL-10122,2026-05-15,2740.0,18,1,Credit
ORD-557674,DL-13776,2025-12-21,5020.0,22,0,Cash
ORD-561818,DL-14061,2025-12-17,5610.0,33,0,Credit
ORD-547595,DL-13158,2025-08-24,3730.0,27,0,M-Pesa
ORD-511677,DL-10775,2026-03-28,4620.0,19,0,M-Pesa
ORD-557411,DL-13758,2026-04-09,4040.0,19,0,Credit
ORD-559558,DL-13918,2025-11-13,3660.0,9,0,M-Pesa
ORD-512300,DL-10821,2026-01-08,7670.0,18,0,M-Pesa
ORD-543097,DL-12865,2026-05-28,3300.0,6,0,Bank transfer
ORD-533897,DL-12239,2026-01-16,10220.0,31,0,M-Pesa
ORD-508698,DL-10581,2025-07-13,8770.0,7,1,Credit
ORD-569589,DL-14568,2025-08-20,8690.0,7,0,Cash
ORD-547133,DL-13131,2026-01-09,5530.0,17,0,Credit
ORD-521444,DL-11423,2026-02-10,5070.0,1,0,Bank transfer
ORD-552473,DL-13460,2025-09-20,3550.0,28,0,M-Pesa
ORD-518191,DL-11221,2025-08-09,6990.0,27,1,Credit
ORD-574489,DL-14882,2026-03-18,2040.0,16,0,Bank transfer
ORD-528828,DL-11904,2026-05-06,7690.0,27,0,Cash
ORD-518462,DL-11243,2025-12-05,2250.0,7,0,Bank transfer
ORD-567659,DL-14453,2026-04-19,4440.0,27,0,M-Pesa
ORD-565994,DL-14344,2026-06-29,6450.0,25,0,Bank transfer
ORD-554452,DL-13579,2026-05-12,7310.0,4,0,Credit
ORD-572551,DL-14770,2025-09-06,5570.0,33,1,Credit
ORD-512039,DL-10802,2026-05-19,6950.0,7,0,Cash
ORD-556972,DL-13737,2025-11-29,2910.0,23,0,M-Pesa
ORD-524038,DL-11596,2025-07-26,3150.0,34,0,Cash
ORD-516637,DL-11123,2026-05-14,7570.0,12,0,M-Pesa
ORD-550774,DL-13355,2026-02-07,27110.0,7,0,Cash
ORD-563017,DL-14150,2025-11-29,3320.0,12,0,Cash
ORD-561659,DL-14047,2025-09-14,6910.0,32,0,Cash
ORD-555080,DL-13619,2026-06-03,11540.0,16,0,Credit
ORD-510051,DL-10678,2026-05-29,3300.0,38,0,Credit
ORD-515858,DL-11061,2026-04-13,3930.0,6,0,Cash
ORD-533224,DL-12200,2026-04-07,4790.0,27,1,Credit
ORD-515022,DL-10999,2026-02-13,2760.0,24,0,M-Pesa
ORD-552882,DL-13486,2025-08-10,22060.0,2,0,Cash
ORD-523992,DL-11594,2025-07-17,3710.0,17,0,Credit
ORD-519492,DL-11302,2025-10-22,1470.0,8,1,Credit
ORD-511633,DL-10775,2025-09-17,2410.0,36,0,M-Pesa
ORD-534715,DL-12286,2025-09-20,1040.0,25,1,Cash
ORD-560174,DL-13956,2026-01-27,2480.0,32,0,Credit
ORD-502772,DL-10191,2026-03-20,11680.0,26,1,Credit
ORD-525420,DL-11685,2026-04-21,4330.0,29,0,M-Pesa
ORD-528196,DL-11870,2026-04-11,2430.0,37,0,Cash
ORD-528321,DL-11875,2025-12-19,6460.0,9,1,Cash
ORD-549573,DL-13296,2026-03-31,5230.0,3,0,Bank transfer
ORD-546143,DL-13068,2025-09-30,16320.0,9,0,M-Pesa
ORD-517049,DL-11140,2025-10-14,5320.0,13,0,M-Pesa
ORD-548076,DL-13189,2026-03-11,2110.0,26,1,M-Pesa
ORD-569515,DL-14563,2025-07-15,8620.0,4,0,Credit
ORD-516649,DL-11123,2026-02-19,5190.0,8,0,M-Pesa
ORD-548842,DL-13241,2025-10-21,4050.0,37,1,Bank transfer
ORD-506631,DL-10461,2025-08-27,3650.0,8,0,Cash
ORD-535388,DL-12328,2025-09-07,3340.0,30,0,M-Pesa
ORD-563903,DL-14203,2026-01-08,10950.0,39,0,Credit
ORD-517815,DL-11196,2025-11-26,4520.0,14,0,Credit
ORD-560624,DL-13986,2026-05-12,9960.0,15,0,Bank transfer
ORD-527517,DL-11832,2026-06-03,9350.0,14,0,Bank transfer
ORD-518735,DL-11261,2025-08-16,9890.0,23,0,Bank transfer
ORD-521769,DL-11447,2025-08-17,4270.0,10,0,Credit
ORD-558625,DL-13845,2025-10-11,2830.0,39,0,M-Pesa
ORD-563205,DL-14166,2026-02-21,3140.0,28,0,Credit
ORD-524975,DL-11654,2025-08-17,5780.0,2,0,Credit
ORD-517517,DL-11171,2025-12-20,7680.0,39,0,Bank transfer
ORD-503069,DL-10212,2025-12-14,2580.0,30,1,M-Pesa
ORD-520601,DL-11370,2026-04-28,29450.0,18,0,Credit
ORD-544520,DL-12950,2025-10-20,3750.0,3,0,M-Pesa
ORD-533870,DL-12238,2025-09-01,1380.0,25,0,Credit
ORD-553866,DL-13543,2026-04-24,4380.0,7,0,M-Pesa
ORD-537707,DL-12496,2026-05-07,4240.0,36,0,M-Pesa
ORD-570761,DL-14643,2026-01-31,4570.0,10,0,Cash
ORD-531824,DL-12109,2025-12-30,1400.0,20,1,Credit
ORD-529952,DL-11975,2025-08-10,3360.0,15,1,M-Pesa
ORD-544631,DL-12959,2025-12-31,2430.0,34,0,M-Pesa
ORD-545037,DL-12994,2026-06-20,3850.0,25,1,Credit
ORD-531103,DL-12059,2025-10-08,1010.0,5,0,M-Pesa
ORD-560644,DL-13987,2026-05-31,2030.0,1,1,Credit
ORD-545473,DL-13021,2026-05-08,5350.0,7,0,M-Pesa
ORD-539243,DL-12610,2026-06-13,1980.0,4,0,Credit
ORD-541174,DL-12737,2026-04-20,2070.0,8,1,Bank transfer
ORD-513362,DL-10891,2026-03-16,2900.0,39,1,M-Pesa
ORD-530572,DL-12019,2026-06-06,5450.0,27,0,Cash
ORD-506185,DL-10435,2025-10-25,2900.0,29,1,M-Pesa
ORD-518808,DL-11267,2026-01-07,5800.0,20,1,M-Pesa
ORD-567638,DL-14452,2026-02-16,17380.0,29,0,M-Pesa
ORD-565297,DL-14300,2025-07-06,3640.0,11,0,M-Pesa
ORD-548874,DL-13242,2025-08-21,3240.0,39,0,Bank transfer
ORD-548140,DL-13193,2025-11-13,7620.0,30,0,Bank transfer
ORD-542123,DL-12798,2025-10-14,2460.0,19,1,Cash
ORD-544568,DL-12952,2025-07-02,5060.0,35,0,Credit
ORD-510716,DL-10724,2025-09-19,5190.0,14,0,Credit
ORD-529394,DL-11939,2026-03-26,2260.0,23,0,Credit
ORD-516699,DL-11124,2026-01-25,7170.0,10,0,M-Pesa
ORD-560064,DL-13950,2025-07-12,7210.0,15,0,Credit
ORD-528529,DL-11886,2026-02-27,7410.0,17,1,Bank transfer
ORD-506523,DL-10456,2026-06-25,5520.0,29,0,Bank transfer
ORD-516399,DL-11109,2026-05-22,14130.0,36,0,M-Pesa
ORD-563774,DL-14195,2026-05-05,5650.0,16,0,Credit
ORD-536056,DL-12378,2025-11-07,8550.0,7,0,M-Pesa
ORD-519883,DL-11326,2026-01-04,4720.0,21,0,Cash
ORD-509832,DL-10660,2026-03-28,17310.0,26,0,M-Pesa
ORD-537802,DL-12504,2025-07-19,1730.0,9,0,M-Pesa
ORD-513583,DL-10905,2025-09-12,2540.0,22,1,M-Pesa
ORD-518182,DL-11221,2025-12-29,4030.0,31,1,Credit
ORD-558939,DL-13872,2026-02-27,2190.0,33,0,Bank transfer
ORD-552968,DL-13496,2025-07-23,3300.0,5,0,Credit
ORD-511659,DL-10775,2026-03-30,3200.0,21,0,Credit
ORD-532853,DL-12178,2025-08-15,2760.0,20,0,M-Pesa
ORD-525222,DL-11668,2025-10-15,3530.0,6,1,M-Pesa
ORD-536403,DL-12400,2026-04-18,6150.0,25,1,Bank transfer
ORD-501325,DL-10099,2025-11-18,13930.0,13,0,Bank transfer
ORD-532081,DL-12127,2026-02-28,2430.0,13,0,Credit
ORD-534957,DL-12296,2026-02-07,2530.0,26,0,Cash
ORD-534642,DL-12280,2026-01-23,10030.0,8,0,M-Pesa
ORD-548838,DL-13241,2026-04-15,4580.0,6,0,Bank transfer
ORD-548974,DL-13249,2026-06-21,5630.0,35,0,M-Pesa
ORD-539020,DL-12594,2026-03-13,14300.0,38,0,Credit
ORD-503743,DL-10260,2026-05-29,1900.0,12,0,M-Pesa
ORD-546866,DL-13111,2025-12-02,3060.0,28,1,M-Pesa
ORD-538475,DL-12552,2025-10-06,3660.0,1,0,Bank transfer
ORD-568385,DL-14501,2025-11-19,2340.0,9,1,M-Pesa
ORD-559843,DL-13940,2025-09-03,1850.0,10,1,Credit
ORD-575880,DL-14963,2026-01-08,5730.0,32,1,M-Pesa
ORD-550533,DL-13344,2025-08-22,7490.0,18,0,M-Pesa
ORD-517756,DL-11191,2026-06-27,2970.0,9,0,Credit
ORD-575151,DL-14921,2026-01-13,7550.0,20,0,M-Pesa
ORD-550768,DL-13355,2026-03-02,20600.0,2,0,Bank transfer
ORD-522056,DL-11466,2025-10-01,7630.0,28,0,Credit
ORD-508871,DL-10589,2025-12-25,3050.0,7,0,Bank transfer
ORD-557323,DL-13754,2026-04-10,8630.0,9,0,Credit
ORD-500497,DL-10040,2026-01-16,8950.0,30,0,M-Pesa
ORD-521326,DL-11415,2026-06-17,5100.0,9,0,M-Pesa
ORD-533988,DL-12242,2026-05-30,7960.0,24,1,M-Pesa
ORD-518553,DL-11248,2025-10-26,7270.0,14,0,Credit
ORD-543522,DL-12897,2026-06-03,6080.0,37,0,M-Pesa
ORD-571690,DL-14708,2026-06-24,3480.0,20,0,Cash
ORD-563296,DL-14170,2026-03-20,3220.0,5,0,M-Pesa
ORD-563705,DL-14193,2025-08-01,5120.0,4,0,M-Pesa
ORD-504363,DL-10303,2026-01-20,12000.0,30,0,M-Pesa
ORD-502344,DL-10162,2026-06-23,6610.0,32,1,Bank transfer
ORD-549087,DL-13258,2026-04-29,5040.0,29,0,M-Pesa
ORD-567915,DL-14470,2026-04-11,4130.0,20,0,Cash
ORD-528789,DL-11902,2026-04-06,1510.0,32,0,Credit
ORD-560979,DL-14010,2025-10-08,4440.0,4,0,Cash
ORD-525348,DL-11676,2025-12-02,12150.0,4,0,Bank transfer
ORD-574482,DL-14882,2026-01-18,1860.0,1,1,Credit
ORD-535874,DL-12364,2026-01-26,4150.0,17,0,Credit
ORD-511356,DL-10763,2026-05-10,7930.0,36,0,Credit
ORD-558071,DL-13809,2026-04-24,7010.0,9,0,M-Pesa
ORD-512452,DL-10828,2025-12-14,3870.0,8,0,M-Pesa
ORD-561634,DL-14045,2025-10-09,6170.0,12,0,Credit
ORD-528517,DL-11886,2025-12-30,5240.0,2,1,Bank transfer
ORD-547009,DL-13124,2026-05-05,2270.0,5,0,M-Pesa
ORD-563121,DL-14158,2025-07-11,3410.0,4,1,Bank transfer
ORD-538962,DL-12591,2026-01-30,3830.0,27,0,Credit
ORD-535753,DL-12355,2026-05-16,11700.0,18,0,M-Pesa
ORD-533615,DL-12218,2025-10-30,8790.0,9,0,Credit
ORD-542742,DL-12842,2026-04-18,1990.0,16,1,Credit
ORD-512636,DL-10840,2026-03-14,16640.0,33,0,Credit
ORD-532966,DL-12184,2026-04-26,4040.0,24,0,Bank transfer
ORD-509776,DL-10657,2025-08-27,10290.0,30,1,Bank transfer
ORD-518242,DL-11227,2026-02-24,3230.0,19,1,Credit
ORD-564087,DL-14218,2026-01-10,8060.0,11,0,M-Pesa
ORD-515450,DL-11032,2026-02-28,5990.0,22,0,Credit
ORD-521245,DL-11412,2026-04-06,13560.0,20,0,M-Pesa
ORD-532129,DL-12131,2026-03-16,4060.0,6,1,Bank transfer
ORD-531014,DL-12054,2026-05-03,2750.0,31,0,Bank transfer
ORD-531687,DL-12098,2025-12-01,5520.0,31,0,Credit
ORD-522260,DL-11478,2026-05-05,5880.0,13,0,Credit
ORD-543431,DL-12892,2026-01-01,7200.0,9,1,Credit
ORD-534130,DL-12250,2026-04-18,6160.0,8,0,M-Pesa
ORD-530723,DL-12031,2025-11-27,3760.0,28,0,Credit
ORD-575902,DL-14966,2025-12-16,10440.0,17,0,Credit
ORD-503066,DL-10211,2025-11-11,2500.0,17,0,Cash
ORD-503507,DL-10239,2025-07-01,7690.0,38,0,Credit
ORD-548033,DL-13187,2025-12-13,3250.0,2,0,M-Pesa
ORD-502699,DL-10185,2026-01-08,4990.0,35,1,Credit
ORD-519731,DL-11319,2026-05-19,3490.0,10,1,M-Pesa
ORD-537372,DL-12476,2026-05-09,2700.0,36,0,M-Pesa
ORD-523828,DL-11587,2025-09-15,5850.0,1,1,Credit
ORD-526516,DL-11756,2025-09-21,13370.0,14,0,M-Pesa
ORD-547317,DL-13142,2025-07-27,3440.0,2,0,Cash
ORD-544209,DL-12938,2026-01-19,5750.0,25,0,M-Pesa
ORD-552732,DL-13476,2026-06-13,7560.0,37,0,Credit
ORD-561083,DL-14014,2025-12-13,4060.0,24,0,M-Pesa
ORD-544912,DL-12989,2025-08-26,4930.0,9,0,Bank transfer
ORD-565585,DL-14322,2026-06-04,9040.0,23,0,Credit
ORD-566700,DL-14390,2025-12-15,6940.0,11,0,M-Pesa
ORD-532694,DL-12164,2026-03-20,14040.0,25,0,Bank transfer
ORD-551045,DL-13373,2025-10-25,3850.0,7,0,Credit
ORD-536687,DL-12422,2026-06-06,12930.0,21,0,M-Pesa
ORD-518197,DL-11222,2025-12-17,9580.0,22,0,Cash
ORD-509527,DL-10638,2026-03-18,2090.0,27,0,Cash
ORD-554234,DL-13566,2025-10-01,12460.0,18,1,M-Pesa
ORD-535882,DL-12364,2025-08-29,4700.0,33,0,Cash
ORD-566179,DL-14358,2026-05-07,2720.0,21,0,M-Pesa
ORD-553600,DL-13532,2026-05-22,11310.0,16,0,M-Pesa
ORD-515495,DL-11033,2026-05-31,6680.0,29,0,Cash
ORD-534740,DL-12287,2026-01-20,3260.0,11,0,Credit
ORD-569176,DL-14547,2026-05-11,6710.0,19,1,Bank transfer
ORD-551631,DL-13411,2026-01-13,17460.0,37,0,Credit
ORD-534394,DL-12267,2025-11-14,4470.0,10,0,M-Pesa
ORD-502574,DL-10176,2025-12-25,3230.0,26,0,Credit
ORD-554608,DL-13588,2025-11-16,4360.0,10,0,Credit
ORD-541285,DL-12745,2025-09-03,4160.0,18,0,Bank transfer
ORD-532926,DL-12181,2026-06-09,10020.0,12,0,Credit
ORD-561636,DL-14045,2026-03-02,2620.0,17,0,Credit
ORD-516844,DL-11130,2026-05-14,8230.0,7,0,Credit
ORD-538494,DL-12553,2025-08-27,12970.0,32,0,M-Pesa
ORD-576355,DL-14988,2026-06-15,5680.0,12,0,M-Pesa
ORD-566224,DL-14361,2025-10-19,9460.0,4,0,Bank transfer
ORD-572852,DL-14787,2026-06-22,1530.0,26,0,M-Pesa
ORD-528680,DL-11894,2026-03-07,2420.0,5,0,Cash
ORD-519751,DL-11321,2025-07-08,9500.0,25,0,Credit
ORD-538186,DL-12533,2025-11-28,3510.0,6,0,Bank transfer
ORD-545275,DL-13010,2025-11-23,8690.0,24,0,Credit
ORD-569599,DL-14568,2025-11-13,6900.0,36,0,Cash
ORD-555206,DL-13629,2026-04-21,14950.0,34,0,M-Pesa
ORD-575556,DL-14944,2025-09-07,2300.0,23,1,Bank transfer
ORD-520956,DL-11393,2025-11-19,8140.0,34,0,Credit
ORD-525502,DL-11689,2026-06-17,7060.0,33,0,Cash
ORD-556756,DL-13726,2026-01-08,2680.0,8,0,Bank transfer
ORD-543928,DL-12918,2025-11-05,2600.0,23,0,Credit
ORD-554961,DL-13611,2026-04-20,5740.0,4,0,M-Pesa
ORD-524488,DL-11629,2025-07-06,3620.0,1,0,M-Pesa
ORD-527839,DL-11851,2026-05-02,5220.0,29,0,M-Pesa
ORD-570793,DL-14647,2026-04-19,3530.0,19,0,Cash
ORD-533375,DL-12206,2026-04-02,12540.0,15,0,M-Pesa
ORD-510928,DL-10739,2026-05-27,5390.0,15,0,Credit
ORD-503628,DL-10249,2026-06-22,1830.0,21,0,Credit
ORD-573084,DL-14796,2025-10-08,6650.0,14,0,Bank transfer
ORD-561153,DL-14018,2025-08-12,10240.0,36,0,M-Pesa
ORD-559372,DL-13905,2025-10-20,6510.0,8,0,Credit
ORD-571563,DL-14699,2026-05-29,27060.0,12,1,Bank transfer
ORD-545787,DL-13039,2025-08-05,3830.0,16,0,Cash
ORD-523517,DL-11562,2026-05-08,7530.0,28,0,Cash
ORD-554029,DL-13552,2026-01-12,5270.0,34,1,M-Pesa
ORD-562300,DL-14097,2025-08-10,3070.0,36,0,Credit
ORD-549212,DL-13268,2026-02-12,7110.0,26,0,M-Pesa
ORD-542942,DL-12852,2025-09-12,3290.0,14,0,Cash
ORD-510550,DL-10713,2025-12-24,6150.0,39,0,Credit
ORD-571687,DL-14708,2026-03-15,2830.0,38,0,Credit
ORD-566053,DL-14349,2026-03-08,1860.0,19,0,Credit
ORD-510805,DL-10729,2026-01-18,3210.0,34,0,M-Pesa
ORD-529366,DL-11937,2026-06-02,930.0,17,0,M-Pesa
ORD-554676,DL-13594,2025-11-14,4730.0,22,0,Bank transfer
ORD-552867,DL-13485,2025-12-22,6170.0,2,0,M-Pesa
ORD-510811,DL-10729,2025-11-29,4890.0,16,0,Bank transfer
ORD-545514,DL-13023,2026-03-09,14670.0,35,0,M-Pesa
ORD-569446,DL-14561,2025-12-25,5230.0,34,0,M-Pesa
ORD-538551,DL-12557,2025-12-08,11740.0,20,0,M-Pesa
ORD-543790,DL-12912,2026-04-11,7620.0,34,0,Credit
ORD-516597,DL-11120,2025-09-08,1890.0,15,1,Credit
ORD-530353,DL-12003,2025-11-19,2150.0,25,1,Credit
ORD-525969,DL-11714,2025-10-09,2790.0,6,0,Cash
ORD-500705,DL-10051,2026-04-04,8520.0,6,0,M-Pesa
ORD-503522,DL-10240,2025-07-23,6350.0,24,0,Cash
ORD-560846,DL-14003,2025-11-24,8550.0,19,1,Bank transfer
ORD-521731,DL-11443,2026-06-09,6530.0,1,0,Cash
ORD-513540,DL-10903,2025-11-17,3900.0,4,0,Bank transfer
ORD-510287,DL-10696,2026-06-11,4160.0,39,0,Cash
ORD-544920,DL-12989,2026-06-10,9620.0,18,0,Bank transfer
ORD-512116,DL-10808,2025-10-08,8530.0,15,0,Cash
ORD-512442,DL-10828,2026-05-14,6920.0,1,0,Bank transfer
ORD-541644,DL-12768,2026-06-26,4100.0,33,0,M-Pesa
ORD-513437,DL-10896,2026-01-20,2720.0,7,1,M-Pesa
ORD-520880,DL-11386,2025-08-06,9180.0,13,1,M-Pesa
ORD-529230,DL-11929,2025-07-05,5200.0,23,0,Credit
ORD-568124,DL-14481,2025-12-10,5680.0,37,0,M-Pesa
ORD-507578,DL-10505,2026-06-28,8300.0,7,0,Credit
ORD-537741,DL-12499,2025-11-16,4130.0,4,0,M-Pesa
ORD-571158,DL-14672,2025-12-20,2930.0,2,0,M-Pesa
ORD-550297,DL-13333,2026-02-15,2440.0,8,0,Credit
ORD-523763,DL-11584,2026-01-29,3400.0,16,0,M-Pesa
ORD-555571,DL-13652,2025-11-15,13850.0,36,1,M-Pesa
ORD-573939,DL-14845,2026-04-16,3160.0,22,0,M-Pesa
ORD-531540,DL-12088,2025-11-09,2920.0,2,0,M-Pesa
ORD-546876,DL-13111,2026-04-26,2160.0,23,0,Credit
ORD-500726,DL-10052,2026-05-07,11340.0,18,1,Credit
ORD-530447,DL-12009,2026-03-07,8780.0,26,1,Bank transfer
ORD-532566,DL-12154,2026-05-03,3770.0,23,0,Credit
ORD-573150,DL-14800,2026-03-25,2380.0,13,0,Credit
ORD-550761,DL-13355,2025-11-26,15590.0,4,0,M-Pesa
ORD-514579,DL-10973,2025-08-13,7090.0,20,0,Credit
ORD-572702,DL-14782,2026-03-01,4290.0,10,0,Credit
ORD-539624,DL-12638,2025-07-28,3950.0,6,1,Cash
ORD-572773,DL-14784,2025-12-27,3690.0,14,1,M-Pesa
ORD-519723,DL-11318,2025-11-04,2270.0,15,0,Credit
ORD-562046,DL-14076,2026-05-12,2170.0,36,1,M-Pesa
ORD-514702,DL-10983,2025-07-21,3770.0,25,0,Cash
ORD-525216,DL-11668,2025-10-09,1440.0,4,0,Credit
ORD-517428,DL-11164,2026-03-12,10540.0,35,0,Bank transfer
ORD-536726,DL-12427,2026-04-02,1310.0,38,0,Credit
ORD-570946,DL-14657,2026-01-30,4450.0,3,0,Credit
ORD-548907,DL-13245,2026-03-11,4410.0,3,0,Credit
ORD-515586,DL-11040,2026-06-21,1770.0,29,1,M-Pesa
ORD-566999,DL-14408,2025-10-07,3760.0,22,1,Credit
ORD-574963,DL-14910,2025-10-08,5560.0,29,0,Credit
ORD-506048,DL-10426,2025-12-05,5680.0,2,0,M-Pesa
ORD-575841,DL-14960,2026-06-25,3200.0,28,0,Credit
ORD-560663,DL-13990,2025-09-23,3550.0,36,0,Credit
ORD-541070,DL-12729,2026-06-04,9840.0,37,0,M-Pesa
ORD-537775,DL-12502,2025-10-20,14030.0,32,0,Credit
ORD-536766,DL-12431,2025-09-27,1970.0,15,0,Cash
ORD-548690,DL-13231,2026-01-01,6110.0,23,1,Credit
ORD-550412,DL-13340,2026-06-08,24410.0,28,0,Bank transfer
ORD-572127,DL-14739,2026-02-24,4790.0,36,1,Credit
ORD-562701,DL-14127,2026-03-30,3730.0,13,0,M-Pesa
ORD-508928,DL-10592,2025-08-20,1880.0,31,0,Credit
ORD-526558,DL-11760,2025-08-29,3960.0,19,0,Credit
ORD-555909,DL-13669,2025-08-30,3760.0,39,0,Credit
ORD-512348,DL-10823,2025-12-18,8140.0,37,0,M-Pesa
ORD-536990,DL-12441,2026-01-18,6340.0,38,1,M-Pesa
ORD-523758,DL-11583,2026-06-26,3170.0,21,0,Cash
ORD-513149,DL-10878,2025-07-24,9520.0,1,0,M-Pesa
ORD-562409,DL-14104,2025-10-26,3180.0,22,1,M-Pesa
ORD-558108,DL-13809,2026-02-07,2230.0,2,0,M-Pesa
ORD-552146,DL-13445,2025-09-30,2630.0,11,1,Credit
ORD-501724,DL-10125,2025-10-30,7760.0,28,0,M-Pesa
ORD-541385,DL-12752,2025-07-03,5440.0,34,1,Credit
ORD-500739,DL-10053,2025-11-05,16390.0,30,0,M-Pesa
ORD-576191,DL-14979,2026-06-23,6360.0,1,1,M-Pesa
ORD-514042,DL-10937,2026-04-17,5510.0,26,0,M-Pesa
ORD-532595,DL-12154,2025-12-18,7810.0,14,1,Credit
ORD-535623,DL-12342,2025-12-06,4530.0,16,0,M-Pesa
ORD-557058,DL-13743,2026-05-02,2050.0,37,1,M-Pesa
ORD-502758,DL-10191,2025-07-24,5770.0,21,0,Bank transfer
